Tiruppur,633,6126.0
Coimbatore,632,4609.0
Palakkad,593,3773.0
Thrissur,594,2683.0
Ernakulam,595,1355.0
Lakshadweep,587,215.0
Dakshina Kannada,575,2162.0
Udupi,569,2536.0
Kasaragod,588,741.0
Kannur,589,1105.0
Mahe,636,12.0
Kozhikode,591,731.0
Kodagu,576,3762.0
Chikmagalur,570,7297.0
Hassan,574,7686.0
Mysore,577,7492.0
Tumkur,571,12716.0
Mandya,573,5912.0
Wayanad,590,1349.0
Chamrajnagar,578,6647.0
The Nilgiris,611,2197.0
Malappuram,592,1936.0
Erode,610,6514.0
Namakkal,609,3531.0
Salem,608,5084.0
Karur,613,3398.0
Perambalur,615,1959.0
Dharmapuri,630,4989.0
Krishnagiri,631,5867.0
Kolar,581,4749.0
Bangalore Rural,583,2760.0
Chikkaballapura,582,4988.0
Bangalore,572,2284.0
Ramanagara,584,4113.0
Anantapur,553,23177.0
Chitradurga,566,10153.0
Davanagere,567,7115.0
Bellary,565,10072.0
Kurnool,552,21390.0
Mahbubnagar,538,22090.0
Raichur,559,10271.0
Koppal,560,6756.0
Bagalkot,556,7990.0
Gadag,561,5631.0
Belgaum,555,16097.0
Dharwad,562,5066.0
Haveri,564,5794.0
Uttara Kannada,563,10386.0
Shimoga,568,9344.0
South Goa,586,1389.0
North Goa,585,873.0
Kolhapur,530,8557.0
Sindhudurg,529,4383.0
Ratnagiri,528,7000.0
Sangli,531,10447.0
Solapur,526,18276.0
Satara,527,12376.0
Pune,521,18154.0
Raigarh,520,5946.0
Ahmadnagar,522,21075.0
Bid,523,13639.0
Osmanabad,525,9294.0
Parbhani,513,7839.0
Latur,524,8305.0
Gulbarga,579,13359.0
Bijapur,557,12827.0
Yadgir,580,6440.0
Bidar,558,6671.0
Rangareddy,537,8960.0
Medak,535,11697.0
Hyderabad,536,94.0
Nizamabad,533,8796.0
Nanded,511,12762.0
Hingoli,512,5811.0
Jalna,514,9636.0
Buldana,500,12001.0
Washim,502,6399.0
Akola,501,6647.0
Yavatmal,510,16035.0
Amravati,503,15101.0
Wardha,504,7656.0
Burhanpur,467,3885.0
Jalgaon,499,14385.0
Dhule,498,8978.0
Aurangabad,515,12479.0
Nashik,516,19190.0
Thane,517,9542.0
The Dangs,489,2105.0
Valsad,491,2991.0
Navsari,490,2428.0
Tapi,493,3639.0
Surat,492,5124.0
Dadra & Nagar Haveli,496,541.0
Daman,495,67.0
Diu,494,43.0
Mumbai Suburban,518,384.0
Mumbai,519,156.0
