Gumla,366,6769.0,26.0,0,0,0,0,0,0
Simdega,367,4770.0,10.0,1.0,0,0,0,0,0
Sundargarh,374,11379.0,317.0,91.0,55.0,31.0,24.0,24.0,52.0
Ranchi,364,5710.0,272.0,91.0,47.0,34.0,12.0,11.0,3.0
Lohardaga,356,1857.0,27.0,0,0,0,0,0,0
Latehar,359,5421.0,3.0,0,0,0,0,0,0
Chatra,347,4732.0,30.0,17.0,9.0,1.0,0,0,0
Palamu,358,5581.0,50.0,19.0,2.0,0,0,0,0
Rohtas,234,4777.0,141.0,28.0,7.0,0,0,0,0
Kaimur (bhabua),233,4241.0,68.0,0,0,0,0,0,0
Aurangabad,235,4127.0,74.0,12.0,0,0,0,0,0
Gaya,236,6171.0,113.0,38.0,19.0,10.0,9.0,4.0,1.0
Bhojpur,231,2998.0,45.0,15.0,7.0,0,0,0,0
Arwal,240,858.0,0,0,0,0,0,0,0
Jehanabad,239,1167.0,32.0,1.0,0,0,0,0,0
Patna,230,3595.0,248.0,78.0,32.0,32.0,28.0,31.0,31.0
Buxar,232,2163.0,32.0,12.0,0,0,0,0,0
Ghazipur,195,4258.0,84.0,18.0,10.0,6.0,0,0,0
Chandauli,196,3037.0,118.0,40.0,27.0,16.0,11.0,12.0,2.0
Varanasi,197,1117.0,580.0,75.0,44.0,33.0,32.0,31.0,88.0
Jaunpur,194,5030.0,131.0,25.0,13.0,9.0,11.0,3.0,0
Pratapgarh,173,4566.0,158.0,25.0,14.0,9.0,8.0,8.0,0
Azamgarh,191,5365.0,119.0,24.0,14.0,11.0,6.0,1.0,0
Ambedkar Nagar,178,2845.0,137.0,28.0,2.0,0,0,0,0
Sultanpur,179,5516.0,157.0,31.0,14.0,12.0,9.0,2.0,0
Faizabad,177,3039.0,391.0,57.0,19.0,24.0,21.0,14.0,6.0
Basti,185,3608.0,88.0,27.0,16.0,14.0,11.0,2.0,0
Gonda,183,5080.0,125.0,31.0,15.0,11.0,10.0,8.0,3.0
Sant Kabir Nagar,186,2006.0,59.0,16.0,7.0,0,0,0,0
Gorakhpur,188,3856.0,300.0,50.0,37.0,24.0,22.0,22.0,24.0
Maharajganj,187,3673.0,100.0,6.0,0,0,0,0,0
Kushinagar,189,3644.0,96.0,23.0,1.0,0,0,0,0
Deoria,190,3218.0,66.0,18.0,10.0,6.0,7.0,1.0,0
Mau,192,2008.0,135.0,26.0,12.0,12.0,1.0,0,0
Ballia,193,3780.0,77.0,21.0,9.0,4.0,0,0,0
Siwan,218,2850.0,29.0,2.0,0,0,0,0,0
Saran (chhapra),219,3299.0,69.0,36.0,6.0,3.0,6.0,1.0,0.0
Muzaffarpur,216,3961.0,88.0,28.0,19.0,13.0,9.0,5.0,0
Gopalganj,217,2612.0,44.0,1.0,0,0,0,0,0
