Jalandhar,37,0,398.0,1829.0,619.0,213.0,114.0,98.0,38.0,29.0,26.0,23.0,17.0,15.0,16.0,25.0,92.0
Hoshiarpur,38,637.0,2132.0,1457.0,192.0,65.0,44.0,26.0,13.0,8.0,5.0,7.0,3.0,7.0,3.0,8.0,0
Kathua,7,1994.0,685.0,372.0,112.0,39.0,15.0,9.0,9.0,3.0,4.0,7.0,5.0,4.0,0,0,0
Samba,22,309.0,534.0,342.0,122.0,22.0,13.0,9.0,2.0,4.0,0,0,0,0,0,0,0
Jammu,21,391.0,961.0,508.0,358.0,146.0,80.0,68.0,50.0,36.0,32.0,25.0,20.0,19.0,14.0,23.0,52.0
Udhampur,19,2631.0,495.0,95.0,27.0,23.0,16.0,12.0,5.0,10.0,5.0,5.0,4.0,0,0,0,0
Doda,16,2639.0,161.0,71.0,14.0,7.0,0,0,0,0,0,0,0,0,0,0,0
Ramban,17,1414.0,118.0,11.0,6.0,1.0,0,0,0,0,0,0,0,0,0,0,0
Reasi,20,2754.0,257.0,81.0,32.0,16.0,10.0,6.0,5.0,8.0,3.0,5.0,2.0,1.0,0,0,0
Jaisalmer,114,47137.0,2345.0,611.0,181.0,36.0,11.0,12.0,9.0,6.0,5.0,2.0,3.0,6.0,2.0,3.0,0
Jodhpur,113,19749.0,8650.0,709.0,246.0,128.0,73.0,49.0,27.0,30.0,21.0,17.0,24.0,19.0,20.0,25.0,87.0
Nagaur,112,10834.0,11236.0,545.0,119.0,128.0,70.0,59.0,35.0,22.0,29.0,16.0,11.0,14.0,7.0,7.0,1.0
Barmer,115,32565.0,3261.0,656.0,185.0,55.0,15.0,19.0,8.0,13.0,6.0,8.0,8.0,8.0,6.0,4.0,0
Pali,118,6097.0,8903.0,644.0,149.0,74.0,34.0,19.0,16.0,13.0,12.0,10.0,9.0,8.0,4.0,5.0,5.0
Jalor,116,9027.0,4506.0,175.0,40.0,24.0,18.0,13.0,10.0,9.0,5.0,1.0,2.0,0,0,0,0
Sirohi,117,3133.0,2890.0,290.0,104.0,72.0,45.0,29.0,19.0,21.0,11.0,7.0,5.0,4.0,1.0,0,0
Udaipur,130,10286.0,3977.0,497.0,221.0,67.0,41.0,25.0,22.0,18.0,7.0,15.0,12.0,15.0,14.0,15.0,42.0
Banas Kantha,469,4225.0,8080.0,1042.0,137.0,56.0,23.0,25.0,15.0,8.0,18.0,6.0,5.0,4.0,1.0,0,0
Kachchh,468,43537.0,8092.0,1172.0,334.0,135.0,66.0,56.0,40.0,38.0,35.0,23.0,36.0,32.0,17.0,27.0,27.0
Jamnagar,477,1482.0,10116.0,1106.0,363.0,171.0,110.0,78.0,35.0,31.0,34.0,30.0,28.0,30.0,36.0,31.0,72.0
Porbandar,478,196.0,1889.0,535.0,89.0,41.0,35.0,19.0,13.0,14.0,7.0,5.0,4.0,5.0,8.0,8.0,6.0
Rajkot,476,362.0,10020.0,2450.0,494.0,211.0,129.0,79.0,54.0,51.0,54.0,39.0,27.0,36.0,25.0,35.0,62.0
Junagadh,479,1169.0,4112.0,3503.0,915.0,270.0,108.0,61.0,51.0,36.0,31.0,26.0,19.0,23.0,16.0,15.0,13.0
Amreli,480,285.0,7708.0,1220.0,310.0,167.0,57.0,53.0,28.0,29.0,15.0,18.0,19.0,5.0,6.0,2.0,0
Surendranagar,475,1844.0,9496.0,1470.0,207.0,72.0,51.0,35.0,30.0,20.0,17.0,14.0,14.0,9.0,10.0,6.0,6.0
Bhavnagar,481,488.0,7401.0,1713.0,326.0,178.0,102.0,76.0,46.0,40.0,26.0,31.0,21.0,15.0,16.0,16.0,27.0
Ahmadabad,474,1809.0,5810.0,1092.0,432.0,236.0,99.0,116.0,73.0,54.0,39.0,27.0,31.0,25.0,20.0,36.0,248.0
Patan,470,2986.0,3756.0,277.0,82.0,26.0,21.0,19.0,10.0,14.0,9.0,4.0,3.0,0,0,0,0
Mahesana,471,1.0,2813.0,1789.0,429.0,192.0,135.0,78.0,60.0,46.0,28.0,22.0,10.0,9.0,8.0,2.0,0
Gandhinagar,473,0,320.0,1210.0,453.0,215.0,163.0,85.0,66.0,46.0,18.0,24.0,23.0,23.0,14.0,22.0,31.0
Sabar Kantha,472,1133.0,6691.0,1267.0,220.0,59.0,28.0,20.0,12.0,13.0,4.0,8.0,2.0,6.0,1.0,0,0
Dungarpur,124,2901.0,1761.0,88.0,21.0,16.0,14.0,9.0,9.0,4.0,2.0,2.0,0,0,0,0,0
Kheda,483,15.0,3492.0,1185.0,172.0,98.0,36.0,15.0,11.0,8.0,8.0,4.0,4.0,6.0,4.0,5.0,2.0
Panch Mahals,484,710.0,5470.0,270.0,98.0,59.0,32.0,27.0,17.0,11.0,3.0,4.0,6.0,2.0,4.0,0,0
